-1.0307581960946888,-0.040950999999999904,-0.040950999999999904,-1.032147298178618
-1.0296128131565505,-0.034389999999999935,-0.034389999999999935,-0.04670520400233865
-1.0228138391463641,-0.027099999999999964,-0.027099999999999964,-0.04090139589488825
-1.0164129839136133,-0.018999999999999975,-1.0166041998222695,-0.03435572064484395
-0.04658929045524408,-0.034389999999999935,-0.034389999999999935,-1.028952281440511
-0.040895985913982594,-0.027099999999999964,-0.027099999999999964,-0.040939702849541106
-0.03438921838887314,-0.018999999999999975,-0.018999999999999975,-0.03438887395234117
-0.027099990780015577,-0.009999999999999992,-1.0089954645537564,-0.027099974441876635
-0.04069944276048457,-0.027099999999999964,-0.027099999999999964,-1.0241321638846625
-0.03438966632264737,-0.018999999999999975,-0.018999999999999975,-0.0343871046629274
-0.027099974714611456,-0.009999999999999992,-0.009999999999999992,-0.02709993807520218
-0.01899999997938055,0.0,-0.9999999957696215,-0.018999999995581135
-0.03430942798263401,-1.0170460534707215,-0.018999999999999975,-1.0161707843010421
-0.027099961248770486,-1.008999824102989,-0.009999999999999992,-0.027099973158499054
-0.018999999951122632,-0.999999999949352,0.0,-0.018999999987148148
0.0,0.0,0.0,0.0
